Indicator,Vehicle Actvity Number,Company Code,Fiscal Year,Reverse Date,Vehicle Code,Job Code,Target Alokasi Biaya,Location Code,Vehicle Date,Vehicle Time,HM/KM,Unit,UoM,Reference,Remarks,Plant,Cancelled/Reversed,Operator,Helper 1,Helper 2,Measurement document,Document Number,Nomor SPBS,Tgl Angkut,Antar Kebun,Destination Plant,Created by,Created on,Changed by,Changed on
,0100287655,PALM,2026,,2000021468,,CC,5F22STAS14,6/11/2026,08.00.00,12.00,"23,550",KG,,ANGKUT TANKOS,5F22,X,13003957,0,0,,,,,,,MP221503,6/12/2026,MP221503,6/12/2026
,0100287686,PALM,2026,6/1/2026,2000014524,,CC,5E18BT15KS,6/1/2026,08.10.00,151.00,0,,,Bawa Asst. TUK ke Afd II,5E18,,13006817,0,0,10234870,2321691894,,6/1/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287687,PALM,2026,6/2/2026,2000014524,,CC,5E18BT15KS,6/2/2026,08.10.00,187.00,0,,,Jemput Tamu di Penajam,5E18,,13006817,0,0,10235242,2321691897,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287688,PALM,2026,6/3/2026,2000014524,,CC,5E18BT15KS,6/3/2026,08.10.00,172.00,0,,,"Bawa Tamu ke Afd II, III,",5E18,,13006817,0,0,10235252,2321691909,,6/3/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287689,PALM,2026,6/4/2026,2000014524,,CC,5E18BT15KS,6/4/2026,08.10.00,171.00,0,,,"Bawa Tamu ke Afd II, III,",5E18,,13006817,0,0,10235254,2321691911,,6/4/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287690,PALM,2026,6/5/2026,2000014524,,CC,5E18BT15KS,6/5/2026,08.10.00,158.00,0,,,"Bawa Tamu ke Afd I, II da",5E18,,13006817,0,0,10235256,2321691913,,6/5/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287691,PALM,2026,6/6/2026,2000014524,,CC,5E18BT15KS,6/6/2026,08.10.00,55.00,0,,,Bawa Tamu ke Grogot,5E18,,13006817,0,0,10235257,2321691915,,6/6/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287692,PALM,2026,6/8/2026,2000014524,,CC,5E18BT15KS,6/8/2026,08.10.00,178.00,0,,,Bawa Tamu ke Kebun Muara,5E18,,13006817,0,0,10235260,2321691918,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287693,PALM,2026,6/9/2026,2000014524,,CC,5E18BT15KS,6/9/2026,08.10.00,168.00,0,,,Bawa Tamu ke Kebun Tajati,5E18,,13006817,0,0,10235266,2321691926,,6/9/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287694,PALM,2026,6/10/2026,2000014524,,CC,5E18BT15KS,6/10/2026,08.10.00,165.00,0,,,"Bawa Tamu ke Afd II, III,",5E18,,13006817,0,0,10235269,2321691929,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287695,PALM,2026,6/11/2026,2000014524,,CC,5E18BT15KS,6/11/2026,08.10.00,55.00,0,,,Bawa PUH ke Grogot,5E18,,13006817,0,0,10235272,2321691932,,6/11/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287696,PALM,2026,6/2/2026,2000014798,14105,FF,109,6/2/2026,08.10.00,1.00,0,M,,Kondisi Rusak Transmisi,5E18,,13005429,0,0,10235243,2321691898,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287697,PALM,2026,6/2/2026,2000014815,14105,FF,401,6/2/2026,08.10.00,1.00,0,M,,Kondisi Rusak Low Power,5E18,,13006849,0,0,10235244,2321691899,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287698,PALM,2026,6/11/2026,2000021468,,CC,5F22STAS14,6/11/2026,08.00.00,16.00,"23,550",KG,,ANGKUT TANKOS,5F22,,13003957,0,0,10235165,2321692123,,,,,MP221503,6/12/2026,MP221503,6/12/2026
,0100287699,PALM,2026,6/2/2026,2000014837,14107,FF,513A,6/2/2026,08.10.00,1.00,0,M,,Rusak Track Roller,5E18,,13005968,0,0,10235245,2321691900,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287700,PALM,2026,6/2/2026,2000015068,14802,FF,219,6/2/2026,08.10.00,1.00,0,KG,,Kondisi Rusak Ring Piston,5E18,,13006849,0,0,10235246,2321691902,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287701,PALM,2026,6/2/2026,2000021389,14107,FF,426,6/2/2026,08.10.00,155.00,12,M3,,DA 8291 JD ANGKUT BATU AF,5E18,,13006033,0,0,10235247,2321691903,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287702,PALM,2026,,2000021389,,CC,5F22STAS09,6/5/2026,09.40.00,75.00,"20,420",KG,,DA 8291 JD ANGKUT TANKOS,5F22,X,13006033,0,0,,,,6/5/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287703,PALM,2026,,2000021389,,CC,5F22STAS09,6/6/2026,09.40.00,16.00,"4,000",KG,,DA 8291 JD ANGKUT TANKOS,5F22,X,13006033,0,0,,,,6/6/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287704,PALM,2026,6/8/2026,2000021389,14107,FF,426,6/8/2026,08.10.00,167.00,12,M3,,DA 8291 JD ANGKUT BATU AF,5E18,,13006033,0,0,10235261,2321691919,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287705,PALM,2026,,2000021389,,CC,5F22STAS09,6/8/2026,09.40.00,65.00,"17,640",KG,,DA 8291 JD ANGKUT TANKOS,5F22,X,13006033,0,0,,,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287706,PALM,2026,,2000021389,,CC,5F22STAS09,6/9/2026,09.40.00,64.00,"17,710",KG,,DA 8291 JD ANGKUT TANKOS,5F22,X,13006033,0,0,,,,6/9/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287707,PALM,2026,,2000021389,,CC,5F22STAS09,6/10/2026,09.40.00,43.00,"12,300",KG,,DA 8291 JD ANGKUT TANKOS,5F22,X,13006033,0,0,,,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287708,PALM,2026,6/11/2026,2000021389,14107,FF,426,6/11/2026,08.10.00,167.00,12,M3,,DA 8291 JD ANGKUT BATU AF,5E18,,13006033,0,0,10235273,2321691933,,6/11/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287709,PALM,2026,6/2/2026,2000021390,14105,FF,426,6/2/2026,09.10.00,155.00,12,M3,,KB 8491 WA ANGKUT BATU AF,5E18,,13006521,0,0,10235248,2321691904,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287710,PALM,2026,6/6/2026,2000021390,,CC,5F22STAS09,6/6/2026,09.10.00,60.00,"21,910",KG,,KB 8491 WA ANGKUT TANKOS,5E18,X,13006521,0,0,10235258,2321691916,,6/6/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287711,PALM,2026,6/8/2026,2000021390,14105,FF,426,6/8/2026,09.10.00,167.00,12,M3,,KB 8491 WA ANGKUT BATU AF,5E18,,13006521,0,0,10235262,2321691921,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287712,PALM,2026,6/8/2026,2000021390,,CC,5F22STAS09,6/8/2026,11.10.00,65.00,"20,530",KG,,KB 8491 WA ANGKUT TANKOS,5E18,X,13006521,0,0,10235263,2321691922,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287713,PALM,2026,6/9/2026,2000021390,,CC,5F22STAS09,6/9/2026,09.10.00,64.00,"21,550",KG,,KB 8491 WA ANGKUT TANKOS,5E18,X,13006521,0,0,10235267,2321691927,,6/9/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287714,PALM,2026,6/10/2026,2000021390,,CC,5F22STAS09,6/10/2026,09.10.00,90.00,"32,400",KG,,KB 8491 WA ANGKUT TANKOS,5E18,X,13006521,0,0,10235270,2321691930,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287715,PALM,2026,6/1/2026,2000021392,,CC,5E18BT14KS,6/1/2026,08.10.00,310.00,18,M3,,"Angkut Air Untuk Kary,Afd",5E18,,13006231,0,0,10235241,2321691895,,6/1/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287716,PALM,2026,6/2/2026,2000021392,,CC,5E18BT14KS,6/2/2026,08.10.00,313.00,24,M3,,"Angkut Air Untuk Kary,Afd",5E18,,13006231,0,0,10235249,2321691905,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287717,PALM,2026,6/3/2026,2000021392,,CC,5E18BT14KS,6/3/2026,08.10.00,311.00,18,M3,,"Angkut Air Untuk Kary,Afd",5E18,,13006231,0,0,10235253,2321691910,,6/3/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287718,PALM,2026,6/4/2026,2000021392,,CC,5E18BT14KS,6/4/2026,08.10.00,313.00,24,M3,,"Angkut Air Untuk Kary,Afd",5E18,,13006231,0,0,10235255,2321691912,,6/4/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287719,PALM,2026,6/6/2026,2000021392,,CC,5E18BT14KS,6/6/2026,08.10.00,311.00,18,M3,,"Angkut Air Untuk Kary,Afd",5E18,,13006231,0,0,10235259,2321691917,,6/6/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287720,PALM,2026,6/8/2026,2000021392,,CC,5E18BT14KS,6/8/2026,08.10.00,310.00,18,M3,,"Angkut Air Untuk Kary,Afd",5E18,,13006231,0,0,10235264,2321691923,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287721,PALM,2026,6/9/2026,2000021392,,CC,5E18BT14KS,6/9/2026,08.10.00,313.00,24,M3,,"Angkut Air Untuk Kary,Afd",5E18,,13006231,0,0,10235268,2321691928,,6/9/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287722,PALM,2026,6/10/2026,2000021392,,CC,5E18BT14KS,6/10/2026,08.10.00,311.00,18,M3,,"Angkut Air Untuk Kary,Afd",5E18,,13006231,0,0,10235271,2321691931,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287723,PALM,2026,6/11/2026,2000021392,,CC,5E18BT14KS,6/11/2026,08.10.00,310.00,18,M3,,"Angkut Air Untuk Kary,Afd",5E18,,13006231,0,0,10235274,2321691934,,6/11/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287724,PALM,2026,,2000021393,,CC,5F22STAS09,6/10/2026,09.40.00,90.00,"32,510",KG,,KT 8944 LK ANGKUT TANKOS,5F22,X,13002622,0,0,,,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287725,PALM,2026,,2000021393,,CC,5F22STAS09,6/11/2026,09.40.00,60.00,"22,260",KG,,KT 8944 LK ANGKUT TANKOS,5F22,X,13002622,0,0,,,,6/11/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287726,PALM,2026,6/2/2026,2000021394,14505,FF,311,6/2/2026,08.10.00,25.00,"5,000",KG,,KT 8047 YE ANGKUT PUPUK A,5E18,,13004328,0,0,10235250,2321691906,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287727,PALM,2026,6/2/2026,2000021394,14107,FF,426,6/2/2026,10.30.00,145.00,12,M3,,KT 8047 YE ANGKUT BATU AF,5E18,,13004328,0,0,10235251,2321691908,,6/2/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287728,PALM,2026,,2000021394,,CC,5F22STAS09,6/5/2026,09.40.00,75.00,"26,580",KG,,KT 8047 YE ANGKUT TANKOS,5F22,X,13004328,0,0,,,,6/5/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287729,PALM,2026,,2000021394,,CC,5F22STAS09,6/6/2026,09.40.00,76.00,"27,930",KG,,KT 8047 YE ANGKUT TANKOS,5F22,X,13004328,0,0,,,,6/6/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287730,PALM,2026,,2000021394,,CC,5F22STAS09,6/8/2026,09.40.00,77.00,"26,000",KG,,KT 8047 YE ANGKUT TANKOS,5F22,X,13004328,0,0,,,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287731,PALM,2026,6/8/2026,2000021394,14107,FF,426,6/8/2026,10.30.00,165.00,21,M3,,KT 8047 YE ANGKUT BATU AF,5E18,,13004328,0,0,10235265,2321691924,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287732,PALM,2026,,2000021394,,CC,5F22STAS09,6/9/2026,09.40.00,64.00,"20,270",KG,,KT 8047 YE ANGKUT TANKOS,5F22,X,13004328,0,0,,,,6/9/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287733,PALM,2026,,2000021394,,CC,5F22STAS09,6/10/2026,09.40.00,60.00,"22,080",KG,,KT 8047 YE ANGKUT TANKOS,5F22,X,13004328,0,0,,,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287734,PALM,2026,,2000021394,,CC,5F22STAS09,6/11/2026,09.40.00,75.00,"26,820",KG,,KT 8047 YE ANGKUT TANKOS,5F22,X,13004328,0,0,,,,6/11/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287749,PALM,2026,6/5/2026,2000021389,,CC,5F22STAS14,6/5/2026,09.40.00,75.00,"20,420",KG,,DA 8291 JD ANGKUT TANKOS,5F22,,13006033,0,0,10235180,2321695201,,6/5/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287750,PALM,2026,6/6/2026,2000021389,,CC,5F22STAS14,6/6/2026,09.40.00,16.00,"4,000",KG,,DA 8291 JD ANGKUT TANKOS,5F22,,13006033,0,0,10235322,2321695211,,6/6/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287751,PALM,2026,6/8/2026,2000021389,,CC,5F22STAS14,6/8/2026,09.40.00,65.00,"17,640",KG,,DA 8291 JD ANGKUT TANKOS,5F22,,13006033,0,0,10235325,2321695214,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287752,PALM,2026,6/9/2026,2000021389,,CC,5F22STAS14,6/9/2026,09.40.00,64.00,"17,710",KG,,DA 8291 JD ANGKUT TANKOS,5F22,,13006033,0,0,10235328,2321695217,,6/9/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287753,PALM,2026,6/10/2026,2000021389,,CC,5F22STAS14,6/10/2026,09.40.00,43.00,"12,300",KG,,DA 8291 JD ANGKUT TANKOS,5F22,,13006033,0,0,10235331,2321695220,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287754,PALM,2026,6/6/2026,2000021390,,CC,5F22STAS14,6/6/2026,09.10.00,60.00,"21,910",KG,,KB 8491 WA ANGKUT TANKOS,5F22,,13006521,0,0,10235323,2321695212,,6/6/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287755,PALM,2026,6/8/2026,2000021390,,CC,5F22STAS14,6/8/2026,11.10.00,65.00,"20,530",KG,,KB 8491 WA ANGKUT TANKOS,5F22,,13006521,0,0,10235326,2321695215,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287756,PALM,2026,6/9/2026,2000021390,,CC,5F22STAS14,6/9/2026,09.10.00,64.00,"21,550",KG,,KB 8491 WA ANGKUT TANKOS,5F22,,13006521,0,0,10235329,2321695218,,6/9/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287757,PALM,2026,6/10/2026,2000021390,,CC,5F22STAS14,6/10/2026,09.10.00,90.00,"32,400",KG,,KB 8491 WA ANGKUT TANKOS,5F22,,13006521,0,0,10235332,2321695221,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287758,PALM,2026,6/10/2026,2000021393,,CC,5F22STAS14,6/10/2026,09.40.00,90.00,"32,510",KG,,KT 8944 LK ANGKUT TANKOS,5F22,,13002622,0,0,10235333,2321695222,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287759,PALM,2026,6/11/2026,2000021393,,CC,5F22STAS14,6/11/2026,09.40.00,60.00,"22,260",KG,,KT 8944 LK ANGKUT TANKOS,5F22,,13002622,0,0,10235335,2321695224,,6/11/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287761,PALM,2026,6/5/2026,2000021394,,CC,5F22STAS14,6/5/2026,09.40.00,75.00,"26,580",KG,,KT 8047 YE ANGKUT TANKOS,5F22,,13004328,0,0,10235321,2321695202,,6/5/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287762,PALM,2026,6/6/2026,2000021394,,CC,5F22STAS14,6/6/2026,09.40.00,76.00,"27,930",KG,,KT 8047 YE ANGKUT TANKOS,5F22,,13004328,0,0,10235324,2321695213,,6/6/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287763,PALM,2026,6/8/2026,2000021394,,CC,5F22STAS14,6/8/2026,09.40.00,77.00,"26,000",KG,,KT 8047 YE ANGKUT TANKOS,5F22,,13004328,0,0,10235327,2321695216,,6/8/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287764,PALM,2026,6/9/2026,2000021394,,CC,5F22STAS14,6/9/2026,09.40.00,64.00,"20,270",KG,,KT 8047 YE ANGKUT TANKOS,5F22,,13004328,0,0,10235330,2321695219,,6/9/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287765,PALM,2026,6/10/2026,2000021394,,CC,5F22STAS14,6/10/2026,09.40.00,60.00,"22,080",KG,,KT 8047 YE ANGKUT TANKOS,5F22,,13004328,0,0,10235334,2321695223,,6/10/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100287766,PALM,2026,6/11/2026,2000021394,,CC,5F22STAS14,6/11/2026,09.40.00,75.00,"26,820",KG,,KT 8047 YE ANGKUT TANKOS,5F22,,13004328,0,0,10235336,2321695225,,6/11/2026,,,MK181504,6/12/2026,MK181504,6/12/2026
,0100288407,PALM,2026,6/12/2026,2000021468,,CC,5F22STAS14,6/12/2026,08.00.00,16.00,"24,760",KG,,ANGKUT TANKOS,5F22,,13003957,0,0,10236204,2321750526,,,,,MP221503,6/13/2026,MP221503,6/13/2026
,0100288418,PALM,2026,6/12/2026,2000022748,,CC,5F22STAS19,6/12/2026,08.00.00,60.00,0,KM,,LABORATORIUM,5F22,,0,0,0,10236205,2321751756,,,,,MP221503,6/13/2026,MP221503,6/13/2026
,0100289196,PALM,2026,6/10/2026,2000023344,14803,FF,511,6/10/2026,07.00.00,5.00,"2,250",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10236862,2321797428,,,,,MK191504,6/14/2026,MK191504,6/14/2026
,0100289197,PALM,2026,6/11/2026,2000023344,14803,FF,508,6/11/2026,07.00.00,4.00,"2,330",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10236863,2321797429,,,,,MK191504,6/14/2026,MK191504,6/14/2026
,0100289198,PALM,2026,6/12/2026,2000023344,14803,FF,526,6/12/2026,07.00.00,5.00,"2,040",KG,,Angkut TBS Afd V,5E19,,13005295,0,0,10236864,2321797430,,,,,MK191504,6/14/2026,MK191504,6/14/2026
,0100290062,PALM,2026,6/9/2026,2000022660,,CC,5D02AU17UG,6/9/2026,07.00.00,1.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10237170,2321869008,,,,,M0001304,6/15/2026,M0001304,6/15/2026
,0100290063,PALM,2026,6/10/2026,2000022660,,CC,5D02AU17UG,6/10/2026,07.00.00,1.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10237801,2321869009,,,,,M0001304,6/15/2026,M0001304,6/15/2026
,0100290064,PALM,2026,6/11/2026,2000022660,,CC,5D02AU17UG,6/11/2026,07.00.00,1.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10237802,2321869010,,,,,M0001304,6/15/2026,M0001304,6/15/2026
,0100290065,PALM,2026,6/12/2026,2000022660,,CC,5D02AU17UG,6/12/2026,07.00.00,320.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10237803,2321869011,,,,,M0001304,6/15/2026,M0001304,6/15/2026
,0100290066,PALM,2026,6/13/2026,2000022660,,CC,5D02AU17UG,6/13/2026,07.00.00,320.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10237804,2321869012,,,,,M0001304,6/15/2026,M0001304,6/15/2026
,0100290067,PALM,2026,6/14/2026,2000022660,,CC,5D02AU17UG,6/14/2026,07.00.00,1.00,0,KM,Pajero KB 1786 QW,Oprasional GM UGKT,5D02,,0,0,0,10237805,2321869013,,,,,M0001304,6/15/2026,M0001304,6/15/2026
,0100290305,PALM,2026,6/13/2026,2000022748,,CC,5F22STAS19,6/13/2026,08.00.00,121.20,0,KM,,LABORATORIUM,5F22,,0,0,0,10237772,2321879945,,,,,MP221503,6/15/2026,MP221503,6/15/2026
,0100290465,PALM,2026,6/12/2026,2000014838,14102,FF,208,6/12/2026,08.00.00,1.00,8,M3,,Gali batu lepas & Loading,5E19,,13005281,13004416,0,10237832,2321895629,,,,,MK191504,6/15/2026,MK191504,6/15/2026
,0100290466,PALM,2026,6/13/2026,2000014838,14102,FF,518,6/13/2026,08.00.00,1.00,4,M3,,Gali batu lepas & Loading,5E19,,13005281,13004416,0,10237833,2321895630,,,,,MK191504,6/15/2026,MK191504,6/15/2026
,0100290467,PALM,2026,6/15/2026,2000014838,14102,FF,119,6/15/2026,08.00.00,2.00,28,M3,,Gali batu lepas & Loading,5E19,,13005281,13004416,0,10237834,2321895631,,,,,MK191504,6/15/2026,MK191504,6/15/2026
,0100290714,PALM,2026,6/5/2026,2000021344,14802,FF,124,6/5/2026,19.53.00,55.00,"6,050",KG,,ANGKUT TBS,5E08,,13006697,0,0,10238695,2321912192,0000000000000000000000000000000000000154,6/5/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290716,PALM,2026,6/6/2026,2000021344,14802,FF,105,6/6/2026,21.16.00,55.00,"1,790",KG,,ANGKUT TBS,5E08,,13006697,0,0,10238709,2321912206,0000000000000000000000000000000000000123,6/6/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290718,PALM,2026,6/8/2026,2000021344,14802,FF,118,6/8/2026,17.29.00,55.00,"3,680",KG,,ANGKUT TBS,5E08,,13006697,0,0,10238724,2321912221,0000000000000000000000000000000000000104,6/8/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290721,PALM,2026,6/9/2026,2000021344,14802,FF,116,6/9/2026,20.14.00,55.00,"7,550",KG,,ANGKUT TBS,5E08,,13006697,0,0,10238737,2321912237,0000000000000000000000000000000000000101,6/9/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290723,PALM,2026,6/10/2026,2000021344,14802,FF,113,6/10/2026,22.27.00,55.00,"7,510",KG,,ANGKUT TBS,5E08,,13006697,0,0,10238753,2321912253,0000000000000000000000000000000000000083,6/10/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290725,PALM,2026,6/11/2026,2000021344,14802,FF,251,6/11/2026,20.01.00,130.00,"4,990",KG,,ANGKUT TBS,5E08,,13006697,0,0,10238766,2321912266,0000000000000000000000000000000000000140,6/11/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290729,PALM,2026,6/12/2026,2000021344,14802,FF,104,6/12/2026,18.09.00,55.00,"5,310",KG,,ANGKUT TBS,5E08,,13006697,0,0,10238776,2321912276,0000000000000000000000000000000000000159,6/12/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290733,PALM,2026,6/13/2026,2000021344,14802,FF,115,6/13/2026,18.10.00,55.00,"8,160",KG,,ANGKUT TBS,5E08,,13006697,0,0,10238785,2321912285,0000000000000000000000000000000000000155,6/13/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290736,PALM,2026,6/5/2026,2000021346,14802,FF,514,6/5/2026,16.30.00,45.00,"6,640",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238697,2321912194,0000000000000000000000000000000000000115,6/5/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290739,PALM,2026,6/6/2026,2000021346,14802,FF,102,6/6/2026,14.32.00,55.00,"5,160",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238710,2321912207,0000000000000000000000000000000000000053,6/6/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290742,PALM,2026,6/6/2026,2000021346,14802,FF,516,6/6/2026,20.04.00,45.00,"4,280",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238712,2321912209,0000000000000000000000000000000000000119,6/6/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290745,PALM,2026,6/8/2026,2000021346,14802,FF,507,6/8/2026,19.17.00,45.00,"4,180",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238726,2321912223,0000000000000000000000000000000000000123,6/8/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290748,PALM,2026,6/9/2026,2000021346,14802,FF,508,6/9/2026,14.31.00,45.00,"4,590",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238739,2321912239,0000000000000000000000000000000000000047,6/9/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290750,PALM,2026,6/10/2026,2000021346,14802,FF,253,6/10/2026,09.34.00,130.00,"4,820",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238755,2321912255,0000000000000000000000000000000000000003,6/10/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290752,PALM,2026,6/10/2026,2000021346,14802,FF,521,6/10/2026,17.39.00,45.00,"4,050",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238757,2321912257,0000000000000000000000000000000000000079,6/10/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290754,PALM,2026,6/11/2026,2000021346,14802,FF,518,6/11/2026,15.36.00,45.00,"3,980",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238768,2321912268,0000000000000000000000000000000000000097,6/11/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290756,PALM,2026,6/12/2026,2000021346,14802,FF,101,6/12/2026,13.47.00,55.00,"5,060",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238777,2321912277,0000000000000000000000000000000000000069,6/12/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290758,PALM,2026,6/12/2026,2000021346,14802,FF,509,6/12/2026,20.14.00,45.00,"7,520",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238779,2321912279,0000000000000000000000000000000000000163,6/12/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290760,PALM,2026,6/13/2026,2000021346,14802,FF,511,6/13/2026,14.55.00,45.00,"7,620",KG,,ANGKUT TBS,5E08,,13001085,0,0,10238787,2321912287,0000000000000000000000000000000000000081,6/13/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290761,PALM,2026,6/5/2026,2000021347,14802,FF,405,6/5/2026,13.09.00,50.00,"2,670",KG,,ANGKUT TBS,5E08,,13006220,0,0,10238699,2321912196,0000000000000000000000000000000000000062,6/5/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
,0100290763,PALM,2026,6/6/2026,2000021347,14802,FF,251,6/6/2026,14.42.00,130.00,"4,330",KG,,ANGKUT TBS,5E08,,13006220,0,0,10238714,2321912211,0000000000000000000000000000000000000057,6/6/2026,,,MK081502,6/15/2026,MK081502,6/15/2026
