Indicator,Vehicle Actvity Number,Company Code,Fiscal Year,Reverse Date,Vehicle Code,Job Code,Target Alokasi Biaya,Location Code,Vehicle Date,Vehicle Time,HM/KM,Unit,UoM,Reference,Remarks,Plant,Cancelled/Reversed,Operator,Helper 1,Helper 2,Measurement document,Document Number,Nomor SPBS,Tgl Angkut,Antar Kebun,Destination Plant,Created by,Created on,Changed by,Changed on
,0100316454,PALM,2026,6/27/2026,2000021347,14802,FF,405,6/27/2026,20.27.00,45.00,"5,840",KG,,ANGKUT TBS,5E08,,13006220,0,0,10296316,2323025373,0000000000000000000000000000000000000150,6/27/2026,,,MK081502,6/28/2026,MK081502,6/28/2026
,0100316481,PALM,2026,6/23/2026,2000021458,,CC,5F01STAS08,6/23/2026,07.00.00,1.00,0,,,Buang Tankos dan Solid,5F01,,0,0,0,10300043,2323027699,,6/23/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316482,PALM,2026,6/24/2026,2000021458,,CC,5F01STAS08,6/24/2026,07.00.00,1.00,0,,,Buang Tankos dan Solid,5F01,,0,0,0,10300046,2323027702,,6/24/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316483,PALM,2026,6/25/2026,2000021458,,CC,5F01STAS08,6/25/2026,07.00.00,1.00,0,,,Buang Tankos dan Solid,5F01,,0,0,0,10300049,2323027705,,6/25/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316484,PALM,2026,6/26/2026,2000021458,,CC,5F01STAS08,6/26/2026,07.00.00,1.00,0,,,Buang Tankos dan Solid,5F01,,0,0,0,10300052,2323027708,,6/26/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316485,PALM,2026,6/27/2026,2000021458,,CC,5F01STAS08,6/27/2026,07.00.00,1.00,0,,,Buang Tankos dan Solid,5F01,,0,0,0,10300055,2323027711,,6/27/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316486,PALM,2026,6/28/2026,2000021458,,CC,5F01STAS08,6/28/2026,07.00.00,1.00,0,,,Buang Tankos dan Solid,5F01,,0,0,0,10300058,2323027714,,6/28/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316490,PALM,2026,6/23/2026,2000015518,,CC,5F01STAS02,6/23/2026,07.00.00,18.00,0,,,Dorong TBS,5F01,,0,0,0,10300044,2323027700,,6/23/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316491,PALM,2026,6/24/2026,2000015518,,CC,5F01STAS02,6/24/2026,07.00.00,18.00,0,,,Dorong TBS,5F01,,0,0,0,10300047,2323027703,,6/24/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316492,PALM,2026,6/25/2026,2000015518,,CC,5F01STAS02,6/25/2026,07.00.00,20.00,0,,,Dorong TBS,5F01,,0,0,0,10300050,2323027706,,6/25/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316493,PALM,2026,6/26/2026,2000015518,,CC,5F01STAS02,6/26/2026,07.00.00,18.00,0,,,Dorong TBS,5F01,,0,0,0,10300053,2323027709,,6/26/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316494,PALM,2026,6/27/2026,2000015518,,CC,5F01STAS02,6/27/2026,07.00.00,18.00,0,,,Dorong TBS,5F01,,0,0,0,10300056,2323027712,,6/27/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316495,PALM,2026,6/28/2026,2000015518,,CC,5F01STAS02,6/28/2026,07.00.00,20.00,0,,,Dorong TBS,5F01,,0,0,0,10300059,2323027715,,6/28/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316497,PALM,2026,6/23/2026,2000023042,,CC,5F01BT15KS,6/23/2026,07.00.00,25.00,0,,,Perjalanan ke Area Pabrik,5F01,,0,0,0,10300045,2323027701,,6/23/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316498,PALM,2026,6/24/2026,2000023042,,CC,5F01BT15KS,6/24/2026,07.00.00,25.00,0,,,Perjalanan ke Area Pabrik,5F01,,0,0,0,10300048,2323027704,,6/24/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316499,PALM,2026,6/25/2026,2000023042,,CC,5F01BT15KS,6/25/2026,07.00.00,25.00,0,,,Perjalanan ke Area Pabrik,5F01,,0,0,0,10300051,2323027707,,6/25/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316500,PALM,2026,6/26/2026,2000023042,,CC,5F01BT15KS,6/26/2026,07.00.00,25.00,0,,,Perjalanan ke Area Pabrik,5F01,,0,0,0,10300054,2323027710,,6/26/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316501,PALM,2026,6/27/2026,2000023042,,CC,5F01BT15KS,6/27/2026,07.00.00,25.00,0,,,Perjalanan ke Area Pabrik,5F01,,0,0,0,10300057,2323027713,,6/27/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316502,PALM,2026,6/28/2026,2000023042,,CC,5F01BT15KS,6/28/2026,07.00.00,25.00,0,,,Perjalanan ke Area Pabrik,5F01,,0,0,0,10300060,2323027716,,6/28/2026,,,MP011503,6/28/2026,MP011503,6/28/2026
,0100316503,PALM,2026,6/27/2026,2000015164,14518,FF,243,6/27/2026,07.30.00,8.00,0,HA,,Pemupukan Afdeling II,5E15,,0,0,0,10300062,2323027718,,,,,MK151504,6/28/2026,MK151504,6/28/2026
,0100316504,PALM,2026,6/26/2026,2000014812,14107,FF,212,6/26/2026,08.00.00,4.00,500,M,,Pengerasan Jalan,5E15,,0,0,0,10300061,2323027717,,,,,MK151504,6/28/2026,MK151504,6/28/2026
,0100316550,PALM,2026,6/25/2026,2000014504,,CC,5E14BT15KS,6/25/2026,07.00.00,70.00,0,,Mobil Pool KB 8107 DM,Operasional Mobil Pool,5E14,X,0,0,0,10363875,2323484957,,,,,MK141505,6/28/2026,MK141505,7/1/2026
,0100316551,PALM,2026,6/26/2026,2000014504,,CC,5E14BT15KS,6/26/2026,07.00.00,80.00,0,,Mobil Pool KB 8107 DM,Operasional Mobil Pool,5E14,X,0,0,0,10363889,2323484972,,,,,MK141505,6/28/2026,MK141505,7/1/2026
,0100316552,PALM,2026,6/27/2026,2000014504,,CC,5E14BT15KS,6/27/2026,07.00.00,11.00,0,,Mobil Pool KB 8107 DM,Operasional Mobil Pool,5E14,X,0,0,0,10363902,2323486785,,,,,MK141505,6/28/2026,MK141505,7/1/2026
,0100316553,PALM,2026,6/28/2026,2000014504,,CC,5E14BT15KS,6/28/2026,07.00.00,13.00,0,,Mobil Pool KB 8107 DM,Operasional Mobil Pool,5E14,X,0,0,0,10363915,2323486799,,,,,MK141505,6/28/2026,MK141505,7/1/2026
,0100316559,PALM,2026,6/26/2026,2000014784,,CC,5E02BT07KS,6/26/2026,08.19.00,5.20,"1,180",M,,"Pembentukan badan jalan,",5E02,,13003467,13004090,0,10300854,2323043869,VI/2026,6/26/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316560,PALM,2026,6/27/2026,2000014784,,CC,5E02BT07KS,6/27/2026,08.10.00,6.20,"1,380",M,,"Pembentukan badan jalan,",5E02,,13003467,13004090,0,10300859,2323043874,VI/2026,6/27/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316561,PALM,2026,6/26/2026,2000014801,,CC,5E02BT07KS,6/26/2026,08.25.00,5.20,"1,180",M,,"Pemadatan badan jalan, pe",5E02,,13004900,13006519,0,10300855,2323043870,VI/2026,6/26/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316562,PALM,2026,6/27/2026,2000014801,,CC,5E02BT07KS,6/27/2026,08.15.00,6.20,"1,380",M,,"Pemadatan badan jalan, pe",5E02,,13004900,13006519,0,10300860,2323043875,VI/2026,6/27/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316563,PALM,2026,6/26/2026,2000021315,,CC,5E02BT15KS,6/26/2026,06.50.00,25.00,0,TR,,Antar BBM Solar untuk Gra,5E02,,13002177,0,0,10300856,2323043871,VI/2026,6/26/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316564,PALM,2026,6/26/2026,2000021315,,CC,5E02BT15KS,6/26/2026,12.30.00,200.00,0,TR,,Antar Rombongan Desa Sung,5E02,,13002177,0,0,10300857,2323043872,VI/2026,6/26/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316565,PALM,2026,6/27/2026,2000021315,14505,FF,618,6/27/2026,06.30.00,15.00,"2,500",KG,,Angkut Pupuk dari Gudang,5E02,,13002177,0,0,10300881,2323049776,VI/2026,6/27/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316566,PALM,2026,6/27/2026,2000021315,14802,FF,601,6/27/2026,09.50.00,160.00,"6,830",KG,,Angkut TBS ke Papar dari,5E02,,13002177,0,0,10300882,2323049777,VI/2026,6/27/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316567,PALM,2026,6/27/2026,2000021315,14802,FF,204,6/27/2026,14.20.00,135.00,"6,080",KG,,Angkut TBS ke Papar dari,5E02,,13002177,0,0,10300883,2323049778,VI/2026,6/27/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316569,PALM,2026,6/25/2026,2000021500,14803,FF,404A,6/25/2026,09.10.00,5.00,"4,802",KG,,Langsir TBS di Afd.IV Blo,5E02,,13006540,0,0,10300885,2323049780,VI/2026,6/25/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316570,PALM,2026,6/26/2026,2000021500,14803,FF,411A,6/26/2026,10.50.00,2.00,"1,484",KG,,Langsir TBS di Afd.IV Blo,5E02,,13006540,0,0,10300858,2323043873,VI/2026,6/26/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316571,PALM,2026,6/25/2026,2000021501,13404,FF,501,6/25/2026,10.30.00,4.00,"4,560",KG,,Langsir TBS di Afd.V Blok,5E02,,13006498,0,0,10300886,2323049781,VI/2026,6/25/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316572,PALM,2026,6/27/2026,2000021501,13404,FF,502,6/27/2026,11.30.00,2.00,"2,490",KG,,Langsir TBS di Afd.V Blok,5E02,,13006498,0,0,10300884,2323049779,VI/2026,6/27/2026,,,MK021502,6/28/2026,MK021502,6/28/2026
,0100316574,PALM,2026,6/25/2026,2000014794,14106,FF,302,6/25/2026,08.00.00,8.00,500,M,,Pemeliharaan Jalan,5E14,,0,0,0,10363876,2323484958,,,,,MK141505,6/28/2026,MK141505,7/1/2026
,0100316575,PALM,2026,6/26/2026,2000014794,12901,FF,307A,6/26/2026,08.00.00,8.00,500,M,,Pemeliharaan Jalan,5E14,,0,0,0,10363890,2323484973,,,,,MK141505,6/28/2026,MK141505,7/1/2026
,0100316576,PALM,2026,6/27/2026,2000014794,12901,FF,306B,6/27/2026,08.00.00,7.00,400,M,,Pemeliharaan Jalan,5E14,,0,0,0,10363903,2323486786,,,,,MK141505,6/28/2026,MK141505,7/1/2026
,0100316581,PALM,2026,6/28/2026,2000021504,14803,FF,522,6/28/2026,10.16.00,3.00,"3,255",KG,Langsir TBS,Langsir TBS AFD 5,5E03,,13005093,0,0,10301018,2323049441,TBS/07/05SD/VI/2026,6/28/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316582,PALM,2026,6/27/2026,2000021502,14803,FF,227,6/27/2026,10.00.00,5.00,"8,840",KG,Langsir TBS,Langsir TBS AFD 2,5E03,,13004998,0,0,10301002,2323049425,TBS/07/02SD/VI/2026,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316584,PALM,2026,6/27/2026,2000021328,14505,FF,709,6/27/2026,06.00.00,18.00,"5,047.250",KG,ANGKUT PUPUK,ANGKUT PUPUK AFD VII,5E03,,13003266,0,0,10301003,2323049426,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316585,PALM,2026,6/27/2026,2000021328,14107,CC,5E03BT07KS,6/27/2026,11.52.00,17.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD VI,5E03,,13003266,0,0,10301004,2323049427,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316586,PALM,2026,6/27/2026,2000021328,14107,CC,5E03BT07KS,6/27/2026,12.43.00,17.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD VI,5E03,,13003266,0,0,10301005,2323049428,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316587,PALM,2026,6/27/2026,2000021328,14107,CC,5E03BT07KS,6/27/2026,13.31.00,15.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD V,5E03,,13003266,0,0,10301006,2323049429,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316588,PALM,2026,6/27/2026,2000021328,14107,CC,5E03BT07KS,6/27/2026,14.23.00,15.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD V,5E03,,13003266,0,0,10301007,2323049430,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316589,PALM,2026,6/27/2026,2000021328,14107,CC,5E03BT07KS,6/27/2026,15.12.00,15.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD V,5E03,,13003266,0,0,10301008,2323049431,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316590,PALM,2026,6/27/2026,2000021328,14107,CC,5E03BT07KS,6/27/2026,16.25.00,18.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD IV,5E03,,13003266,0,0,10301009,2323049432,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316591,PALM,2026,6/28/2026,2000021328,14802,FF,136,6/28/2026,14.44.06,39.00,"7,170",KG,ANGKUT TBS,ANGKUT TBS AFD I,5E03,,13003266,0,0,10301019,2323049442,PALM5F04126062800000016,6/28/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316592,PALM,2026,6/26/2026,2000022818,,CC,5E03BT15KS,6/26/2026,07.30.00,68.00,0,,,MELAYANI MANAJER KELILING,5E03,,13004968,0,0,10300850,2323049423,,6/26/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316593,PALM,2026,6/27/2026,2000022818,,CC,5E03BT15KS,6/27/2026,10.30.00,17.00,0,,,MELAYANI MANAJER KE AFD V,5E03,,13004968,0,0,10301010,2323049433,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316595,PALM,2026,6/26/2026,2000023103,14802,FF,404,6/26/2026,20.00.28,33.00,"3,990",KG,ANGKUT TBS,ANGKUT TBS AFD IV,5E03,,13004172,0,0,10301001,2323049424,PALM5F04126062600000119,6/26/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316596,PALM,2026,6/27/2026,2000023103,14505,FF,423,6/27/2026,05.55.00,20.00,"4,449.250",KG,ANGKUT PUPUK,ANGKUT PUPUK AFD IV,5E03,,13004172,0,0,10301011,2323049434,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316597,PALM,2026,6/27/2026,2000023103,14107,CC,5E03BT07KS,6/27/2026,09.25.00,19.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD V,5E03,,13004172,0,0,10301012,2323049435,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316598,PALM,2026,6/27/2026,2000023103,14802,FF,421,6/27/2026,11.50.10,40.00,"5,950",KG,ANGKUT TBS,ANGKUT TBS AFD IV,5E03,,13004172,0,0,10301013,2323049436,PALM5F04126062700000029,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316599,PALM,2026,6/27/2026,2000023103,14107,CC,5E03BT07KS,6/27/2026,12.25.00,18.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD V,5E03,,13004172,0,0,10301014,2323049437,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316600,PALM,2026,6/27/2026,2000023103,14107,CC,5E03BT07KS,6/27/2026,14.44.00,26.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD IV,5E03,,13004172,0,0,10301015,2323049438,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316601,PALM,2026,6/27/2026,2000023103,14107,CC,5E03BT07KS,6/27/2026,15.31.00,25.00,4,M3,ANGKUT BATU,JALAN PENGHUBUNG AFD IV,5E03,,13004172,0,0,10301016,2323049439,,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316602,PALM,2026,6/27/2026,2000023103,14802,FF,421,6/27/2026,17.36.50,39.00,"5,930",KG,ANGKUT TBS,ANGKUT TBS AFD IV,5E03,,13004172,0,0,10301017,2323049440,PALM5F04126062700000104,6/27/2026,,,MK031503,6/28/2026,MK031503,6/28/2026
,0100316718,PALM,2026,6/27/2026,2000015059,14803,FF,337,6/27/2026,07.15.00,7.00,"7,250",KG,Quick Afd III Aly Lalu,Langsir Buah Afd III,5E17,,13007668,13007669,0,10300544,2323062689,,6/27/2026,,,MK171504,6/29/2026,MK171504,6/29/2026
,0100316719,PALM,2026,6/27/2026,2000021468,,CC,5F22STAS14,6/27/2026,08.00.00,80.00,"115,420",KG,,ANGKUT TANKOS,5F22,,13003957,0,0,10301909,2323062132,,,,,MP221503,6/29/2026,MP221503,6/29/2026
,0100316720,PALM,2026,6/28/2026,2000021468,,CC,5F22STAS14,6/28/2026,08.00.00,40.00,"56,870",KG,,ANGKUT TANKOS,5F22,,13003957,0,0,10301910,2323062133,,,,,MP221503,6/29/2026,MP221503,6/29/2026
,0100316721,PALM,2026,6/28/2026,2000015059,14803,FF,339,6/28/2026,07.15.00,5.00,"4,355",KG,Quick Afd III Aly Lalu,Langsir Buah Afd III,5E17,,13007668,13007669,0,10300549,2323062694,,6/28/2026,,,MK171504,6/29/2026,MK171504,6/29/2026
,0100316724,PALM,2026,6/27/2026,2000022827,14803,FF,336,6/27/2026,07.15.00,7.00,"7,250",KG,Quick 007 Afd III Jimmy,Langsir Buah Afd III,5E17,,13007239,0,0,10300545,2323062690,,6/27/2026,,,MK171504,6/29/2026,MK171504,6/29/2026
,0100316725,PALM,2026,6/28/2026,2000022827,14803,FF,338,6/28/2026,07.15.00,5.00,"4,355",KG,Quick 007 Afd III Jimmy,Langsir Buah Afd III,5E17,,13007239,0,0,10300550,2323062695,,6/28/2026,,,MK171504,6/29/2026,MK171504,6/29/2026
,0100316726,PALM,2026,6/27/2026,2000022697,14803,FF,403,6/27/2026,07.15.00,5.00,"5,100",KG,Quick 008 Afd IV Markus,Langsir TBS Afd IV Labura,5E17,,13008002,0,0,10300546,2323062691,,6/27/2026,,,MK171504,6/29/2026,MK171504,6/29/2026
,0100316727,PALM,2026,6/28/2026,2000022697,14803,FF,404,6/28/2026,07.15.00,8.00,"17,100",KG,Quick 008 Afd IV Markus,Langsir TBS Afd IV Labura,5E17,,13008002,0,0,10302041,2323062696,,6/28/2026,,,MK171504,6/29/2026,MK171504,6/29/2026
,0100316731,PALM,2026,6/27/2026,2000014797,14107,FF,233,6/27/2026,08.10.00,2.00,0,HM,,Maintenance,5E17,,13005422,0,0,10300547,2323062692,,6/27/2026,,,MK171504,6/29/2026,MK171504,6/29/2026
,0100316734,PALM,2026,6/27/2026,2000014814,14107,FF,213,6/27/2026,08.10.00,2.00,0,HM,,Maintenance,5E17,,13003922,0,0,10300548,2323062693,,6/27/2026,,,MK171504,6/29/2026,MK171504,6/29/2026
,0100316739,PALM,2026,6/28/2026,2000014795,14104,FF,313,6/28/2026,14.00.00,4.00,800,M,,Pemeliharaan jalan penghu,5E15,,0,0,0,10302132,2323063955,,,,,MK151504,6/29/2026,MK151504,6/29/2026
,0100316740,PALM,2026,6/27/2026,2000021419,14505,FF,243,6/27/2026,08.00.00,32.00,0,KG,,Angkut Pupuk Afdeling II,5E15,,0,0,0,10300040,2323063953,0000000000000000000000000000000000000039,6/27/2026,,,MK151504,6/29/2026,MK151504,6/29/2026
,0100316741,PALM,2026,6/27/2026,2000021419,14506,FF,311,6/27/2026,15.00.00,50.00,0,KG,,Angkut Tankos Afdeling II,5E15,,0,0,0,10302131,2323063954,0000000000000000000000000000000000000040,6/27/2026,,,MK151504,6/29/2026,MK151504,6/29/2026
,0100316747,PALM,2026,6/27/2026,2000022620,,CC,5F15STAS02,6/27/2026,07.00.00,12.90,"460,660",KG,Loader 1,Dorong TBS,5F15,,0,0,0,10299510,2323067698,,,,,MP151501,6/29/2026,MP151501,6/29/2026
,0100316748,PALM,2026,6/28/2026,2000022620,,CC,5F15STAS02,6/28/2026,07.00.00,5.40,"235,700",KG,Loader 1,Dorong TBS,5F15,,0,0,0,10302602,2323067700,,,,,MP151501,6/29/2026,MP151501,6/29/2026
,0100316750,PALM,2026,6/27/2026,2000022822,,CC,5F15BT15KS,6/27/2026,07.00.00,16.00,1,AU,Mobil Manajer KB 8104 DM,Layani Manager,5F15,,0,0,0,10302601,2323067699,,,,,MP151501,6/29/2026,MP151501,6/29/2026
,0100316751,PALM,2026,6/28/2026,2000022822,,CC,5F15BT15KS,6/28/2026,07.00.00,88.00,1,AU,Mobil Manajer KB 8104 DM,"Layani Manager, Dinas Lua",5F15,,0,0,0,10302603,2323067701,,,,,MP151501,6/29/2026,MP151501,6/29/2026
,0100316829,PALM,2026,6/27/2026,2000014198,,CC,5E01BT15KS,6/27/2026,16.30.00,110.00,0,KM,1,Dinas Ke  AFD I -  AFD VI,5E01,,0,0,0,10302693,2323073751,,6/27/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316833,PALM,2026,6/28/2026,2000014198,,CC,5E01BT15KS,6/28/2026,06.00.00,1.00,0,KM,1,Libur Kerja,5E01,,0,0,0,10302697,2323073757,Minggu,6/28/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316837,PALM,2026,6/28/2026,2000014198,,CC,5E01BT15KS,6/28/2026,16.30.00,120.00,0,KM,1,Perjalanan ke Gunme,5E01,,0,0,0,10302698,2323073758,Minggu,6/28/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316841,PALM,2026,6/29/2026,2000014198,,CC,5E01BT15KS,6/29/2026,06.00.00,24.00,0,KM,1,Dinas Ke  AFD I -  AFD VI,5E01,,0,0,0,10302982,2323073762,I - VIII,6/29/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316843,PALM,2026,6/27/2026,2000015098,14803,FF,314,6/27/2026,08.30.26,7.60,"11,430",KG,1,Langsir Afd 3,5E01,,0,0,0,10302694,2323073754,Traktor,6/27/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316845,PALM,2026,6/28/2026,2000015098,14803,FF,319,6/28/2026,08.30.27,4.00,"3,350",KG,1,Langsir Afd 3,5E01,,0,0,0,10302699,2323073759,Traktor,6/28/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316847,PALM,2026,6/27/2026,2000021304,14802,FF,195,6/27/2026,16.42.00,60.00,"2,510",KG,1,Angkut TBS Afd 8,5E01,,0,0,0,10302695,2323073755,TBS,6/27/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316848,PALM,2026,6/28/2026,2000021304,14802,FF,225,6/28/2026,14.33.00,31.00,"4,630",KG,1,Angkut TBS Afd 2,5E01,,0,0,0,10302700,2323073760,TBS,6/28/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316849,PALM,2026,6/28/2026,2000021304,14802,FF,192,6/28/2026,16.52.00,33.00,"5,270",KG,1,Angkut TBS Afd 8,5E01,X,0,0,0,10302981,2323073761,TBS,6/28/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316850,PALM,2026,6/27/2026,2000021305,14802,FF,512,6/27/2026,19.57.00,46.00,"4,650",KG,1,Angkut aTBS Afd 5,5E01,,0,0,0,10302696,2323073756,TBS,6/27/2026,,,MK011504,6/29/2026,MK011504,6/29/2026
,0100316872,PALM,2026,6/27/2026,2000014218,,CC,5E02BT15KS,6/27/2026,06.20.00,76.00,0,,AU,Dinas Manajer ke Lapangan,5E02,,13002091,0,0,10302174,2323074892,VI/2026,6/27/2026,,,MK021502,6/29/2026,MK021502,6/29/2026
,0100316875,PALM,2026,6/27/2026,2000014218,,CC,5E02BT15KS,6/27/2026,16.10.00,256.00,0,,AU,Antar Manajer Dari Gumas,5E02,,13002091,0,0,10302175,2323074893,VI/2026,6/27/2026,,,MK021502,6/29/2026,MK021502,6/29/2026
,0100316877,PALM,2026,6/28/2026,2000014218,,CC,5E02BT15KS,6/28/2026,08.30.00,25.00,0,,AU,Melayani di Pontianak,5E02,,13002091,0,0,10302176,2323074894,VI/2026,6/28/2026,,,MK021502,6/29/2026,MK021502,6/29/2026
,0100316880,PALM,2026,6/28/2026,2000014218,,CC,5E02BT15KS,6/28/2026,17.10.00,250.00,0,,AU,Pulang dari Pontianak ke,5E02,,13002091,0,0,10302177,2323074895,VI/2026,6/28/2026,,,MK021502,6/29/2026,MK021502,6/29/2026
,0100316882,PALM,2026,6/29/2026,2000014218,,CC,5E02BT15KS,6/29/2026,06.40.00,80.00,0,,AU,Dinas Manajer ke Lapangan,5E02,,13002091,0,0,10302178,2323074896,VI/2026,6/29/2026,,,MK021502,6/29/2026,MK021502,6/29/2026
,0100316997,PALM,2026,6/24/2026,2000014825,14105,FF,124,6/24/2026,12.05.01,4.00,0,M3,Muat Laterit Ke Dump Truc,,5E04,,13004969,13000481,0,10303975,2323087701,0000000000000000000000000000000000000001,7/23/2025,,,MK041501,6/29/2026,MK041501,6/29/2026
,0100317001,PALM,2026,6/25/2026,2000014825,14105,FF,124,6/25/2026,15.10.00,5.00,0,M3,Muat Laterit Ke Dump Truc,,5E04,,13004969,13000481,0,10303976,2323087710,0000000000000000000000000000000000000001,7/23/2025,,,MK041501,6/29/2026,MK041501,6/29/2026
,0100317002,PALM,2026,6/26/2026,2000014825,14105,FF,124,6/26/2026,16.15.00,5.00,0,M3,Muat Laterit Ke Dump Truc,,5E04,,13004969,13000481,0,10303977,2323087719,0000000000000000000000000000000000000001,7/23/2025,,,MK041501,6/29/2026,MK041501,6/29/2026
,0100317003,PALM,2026,6/27/2026,2000014825,14106,FF,124,6/27/2026,15.10.00,5.00,0,M3,Muat Laterit Ke Dump Truc,,5E04,,13004969,13000481,0,10303978,2323087729,0000000000000000000000000000000000000001,7/23/2025,,,MK041501,6/29/2026,MK041501,6/29/2026
,0100317005,PALM,2026,6/26/2026,2000022835,,CC,5E11BT15KS,6/26/2026,14.20.00,84.00,0,,,Melayani Askep Undangan K,5E11,,0,0,0,10303872,2323084513,,,,,MK111505,6/29/2026,MK111505,6/29/2026
,0100317006,PALM,2026,6/28/2026,2000022835,,CC,5E11BT15KS,6/28/2026,07.40.00,78.00,0,,,Melayani Manager Ke Air P,5E11,,0,0,0,10303873,2323084514,,,,,MK111505,6/29/2026,MK111505,6/29/2026
,0100317009,PALM,2026,6/25/2026,2000014395,,CC,5E04BT15KS,6/25/2026,14.25.00,161.00,0,KM,Mengantar Pasien Emplasme,,5E04,,13005061,0,0,10303979,2323088382,,,,,MK041501,6/29/2026,MK041501,6/29/2026
,0100317010,PALM,2026,6/25/2026,2000014395,,CC,5E04BT15KS,6/25/2026,19.25.00,161.00,0,KM,Mengantar Pasien AFD IV k,,5E04,,13005061,0,0,10303980,2323088406,,,,,MK041501,6/29/2026,MK041501,6/29/2026
,0100317044,PALM,2026,6/24/2026,2000021441,13102,FF,704,6/24/2026,07.00.00,11.00,0,HA,,Melayani Angkut Air Sempr,5E11,,0,0,0,10303874,2323086054,,,,,MK111505,6/29/2026,MK111505,6/29/2026
,0100317047,PALM,2026,6/24/2026,2000021441,14307,FF,901,6/24/2026,09.50.00,16.00,0,HA,,Melayani Angkut Air Sempr,5E11,,0,0,0,10303875,2323086063,,,,,MK111505,6/29/2026,MK111505,6/29/2026
